ut_ms,subsystem
1280751896000,"APSF82A1"
1280751961000,"ATTTF310A"
1280752681000,"APSF12H1"
1280752706000,"APSF32A1"
1280752716000,"APSF50A2"
1280752861000,"AMMMF01A0"
1280752921000,"AMMMF12A0"
1280752926000,"AMMMF11A0"
1280752931000,"AMMMF10A0"
1280752936000,"AMMMF10A0"
1280752941000,"AMMMF24A0"
1280752946000,"AMMMF23A0"
1280753096000,"AMMMF18A0"
1280753101000,"AMMMF19A0"
1280753236000,"ATTTF301A"
1280753241000,"ATTTF301I"
1280754436000,"AHHHF01A2"
1280754481000,"MPER.0000008425"
1280754556000,"AHHHF02A1"
1280754606000,"AHHHF11A1"
1280754669000,"AHHHF03A2"
1280754670000,"AHHHF17C2"
1280754699000,"AHHHF04A3"
1280754734000,"AHHHF50A2"
1280755139000,"AHHHF05A2"
1280755146000,"AHHHF13A1"
1280755189000,"AHHHF06A1"
1280755309000,"ATTTF301B"
1280755314000,"ATTTF301J"
1280755801000,"AMMMF06A0"
1280755811000,"ATTTF310B"
1280755831000,"AMMMF05A0"
1280756341000,"APSF03A3"
1280756461000,"APSF14A2"
1280756521000,"APSF06A2"
1280756536000,"ATTTF301F"
1280756983000,"AXXX305B"
1280757523000,"ASEQ4200"
1280759272000,"AAAAF60A1"
1280759277000,"AAAAF23G1"
1280759282000,"AAAAF57A1"
1280759287000,"AAAAF20C1"
1280760879000,"ATTTF321A"
1280767073000,"MAPO.0000008426"
1280769546000,"AAAAF20C1"
1280769551000,"AAAAF57A1"
1280769556000,"AAAAF23G1"
1280769561000,"AAAAF60A1"
1280770464000,"AOOOF01D0"
1280770769000,"ATTTF321D"
1280770779000,"AOOOF15A0"
1280770819000,"AOOOF02A1"
1280772077000,"AXXX301B"
1280777139000,"ATTTF310A"
1280777859000,"AMMMF04A0"
1280778039000,"AMMMF01A0"
1280778099000,"AMMMF12A0"
1280778104000,"AMMMF11A0"
1280778109000,"AMMMF10A0"
1280778114000,"AMMMF10A0"
1280778119000,"AMMMF24A0"
1280778124000,"AMMMF23A0"
1280778274000,"AMMMF18A0"
1280778279000,"AMMMF19A0"
1280778339000,"ATTTF301E"
1280778367000,"ATTTF301A"
1280778372000,"ATTTF301I"
1280778459000,"APSF01A2"
1280778579000,"APSF02A1"
1280778584000,"APSF89A1"
1280778589000,"APSF40A1"
1280778594000,"APSF31A1"
1280778759000,"APSF23B1"
1280778764000,"APSF33A1"
1280778769000,"APSF28A1"
1280778774000,"APSF28A1"
1280778779000,"APSF28A1"
1280778784000,"APSF28A1"
1280778789000,"APSF28A1"
1280778794000,"APSF28A1"
1280778799000,"APSF28A1"
1280778804000,"APSF28A1"
1280778809000,"APSF30C2"
1280778814000,"APSF30B2"
1280778819000,"APSF30A1"
1280778824000,"APSF38A1"
1280778829000,"APSF38A1"
1280778834000,"APSF38A1"
1280778839000,"APSF38A1"
1280778844000,"APSF13A3"
1280778874000,"APSF82A1"
1280779420000,"AOOOF03A1"
1280779450000,"AOOOF04A0"
1280779474000,"AOOOF63A0"
1280779567000,"AHHHF01A2"
1280779659000,"MPER.0000008426"
1280779684000,"APSF32A1"
1280779687000,"AHHHF02A1"
1280779694000,"APSF50A2"
1280779737000,"AHHHF11A1"
1280779800000,"AHHHF03A2"
1280779801000,"AHHHF17A1"
1280779830000,"AHHHF04A3"
1280779865000,"AHHHF50A2"
1280780019000,"AOOOF68A0"
1280780026000,"AOOOF64A0"
1280780133000,"AHHHF05A2"
1280780140000,"AHHHF13A1"
1280780183000,"AHHHF06A1"
1280780303000,"ATTTF301B"
1280780308000,"ATTTF301J"
1280780499000,"AOOOF68A0"
1280780506000,"AOOOF64A0"
1280780854000,"AOOOF66A0"
1280780979000,"AMMMF06A0"
1280780989000,"ATTTF310B"
1280781009000,"AMMMF05A0"
1280781454000,"AOOOF67A0"
1280783319000,"APSF03A3"
1280783379000,"AOOOF62A0"
1280783409000,"AOOOF77A0"
1280783429000,"AOOOF05A0"
1280783439000,"APSF14A2"
1280783499000,"APSF06A2"
1280783514000,"ATTTF301F"
1280784449000,"AAAAF60A1"
1280784454000,"AAAAF23G1"
1280784459000,"AAAAF57A1"
1280784464000,"AAAAF20C1"
1280786059000,"ATTTF321A"
1280789199000,"ASSSF01A0"
1280789259000,"ASSSF53A0"
1280791659000,"ASSSF06A0"
1280792252000,"MAPO.0000008427"
1280792525000,"AXXX305B"
1280794707000,"AAAAF20C1"
1280794712000,"AAAAF57A1"
1280794717000,"AAAAF23I1"
1280794720000,"AAAAF23G1"
1280794725000,"AAAAF60A1"
1280795644000,"AOOOF01D0"
1280795949000,"ATTTF321D"
1280795959000,"AOOOF15A0"
1280795999000,"AOOOF02A1"
1280797940000,"AAAAF85A1"
1280797960000,"AAAAF83B1"
1280797970000,"AAAAF02A1"
1280798030000,"AAAAF56A1"
1280798032000,"AAAAF84A1"
1280798037000,"AAAAF56A1"
1280798050000,"AAAAF56A1"
1280798064000,"AAAAF56A1"
1280798077000,"AAAAF56A1"
1280798091000,"AAAAF56A1"
1280798105000,"AAAAF56A1"
1280798118000,"AAAAF56A1"
1280798132000,"AAAAF56A1"
1280798145000,"AAAAF56A1"
1280798159000,"AAAAF56A1"
1280798162000,"AAAAF56A1"
1280798176000,"AAAAF56A1"
1280798189000,"AAAAF56A1"
1280798202000,"AAAAF56A1"
1280798215000,"AAAAF56A1"
1280798265000,"AAAAF85A1"
1280798305000,"AAAAF02A1"
1280798365000,"AAAAF56A1"
1280798367000,"AAAAF84A1"
1280798372000,"AAAAF56A1"
1280798385000,"AAAAF56A1"
1280798399000,"AAAAF56A1"
1280798412000,"AAAAF56A1"
1280798426000,"AAAAF56A1"
1280798440000,"AAAAF56A1"
1280798453000,"AAAAF56A1"
1280798467000,"AAAAF56A1"
1280798480000,"AAAAF56A1"
1280798494000,"AAAAF56A1"
1280798497000,"AAAAF56A1"
1280798511000,"AAAAF56A1"
1280798524000,"AAAAF56A1"
1280798537000,"AAAAF56A1"
1280798550000,"AAAAF56A1"
1280798600000,"AAAAF85A1"
1280798640000,"AAAAF02A1"
1280798700000,"AAAAF56A1"
1280798702000,"AAAAF84A1"
1280798732000,"AAAAF85A1"
1280798792000,"AAAAF03A1"
1280798797000,"AAAAF83A1"
1280798802000,"AAAAF56A1"
1280798807000,"AAAAF84A1"
1280802319000,"ATTTF310A"
1280803039000,"AMMMF04A0"
1280803219000,"AMMMF01A0"
1280803279000,"AMMMF12A0"
1280803284000,"AMMMF11A0"
1280803289000,"AMMMF10A0"
1280803294000,"AMMMF10A0"
1280803299000,"AMMMF24A0"
1280803304000,"AMMMF23A0"
1280803453000,"ASEQ4200"
1280803454000,"AMMMF18A0"
1280803459000,"AMMMF19A0"
1280803519000,"ATTTF301E"
1280803639000,"APSF01A2"
1280803759000,"APSF02A1"
1280803764000,"APSF89A1"
1280803769000,"APSF40A1"
1280803774000,"APSF31A1"
1280803838000,"AXXX301B"
1280803939000,"APSF23B1"
1280803944000,"APSF33A1"
1280803949000,"APSF28A1"
1280803954000,"APSF28A1"
1280803959000,"APSF28A1"
1280803964000,"APSF28A1"
1280803969000,"APSF28A1"
1280803974000,"APSF28A1"
1280803979000,"APSF28A1"
1280803984000,"APSF28A1"
1280803989000,"APSF30C2"
1280803994000,"APSF30B2"
1280803999000,"APSF30A1"
1280804004000,"APSF38A1"
1280804009000,"APSF38A1"
1280804014000,"APSF38A1"
1280804019000,"APSF38A1"
1280804024000,"APSF13A3"
1280804054000,"APSF82A1"
1280804600000,"AOOOF03A1"
1280804630000,"AOOOF04A0"
1280804654000,"AOOOF63A0"
1280804839000,"MPER.0000008427"
1280804864000,"APSF32A1"
1280804874000,"APSF50A2"
1280805199000,"AOOOF68A0"
1280805206000,"AOOOF64A0"
1280805679000,"AOOOF68A0"
1280805686000,"AOOOF64A0"
1280805979000,"ASSSF01A0"
1280806034000,"AOOOF66A0"
1280806039000,"ASSSF56A0"
1280806159000,"AMMMF06A0"
1280806169000,"ATTTF310B"
1280806189000,"AMMMF05A0"
1280806634000,"AOOOF67A0"
1280808439000,"ASSSF06A0"
1280808499000,"APSF03A3"
1280808559000,"AOOOF62A0"
1280808589000,"AOOOF77A0"
1280808609000,"AOOOF05A0"
1280808619000,"APSF14A2"
1280808679000,"APSF06A2"
1280808694000,"ATTTF301F"
1280809629000,"AAAAF60A1"
1280809634000,"AAAAF23G1"
1280809639000,"AAAAF57A1"
1280809644000,"AAAAF20C1"
1280810407000,"ASSSF01A0"
1280810467000,"ASSSF53A0"
1280811247000,"ASSSF06A0"
1280813234000,"AAAAF23B2"
1280813258000,"AAAAF19E1"
1280813354000,"AAAAF20E1"
1280813359000,"AAAAF20E1"
1280813364000,"AAAAF20E1"
1280813369000,"AAAAF93A1"
1280813399000,"AAAAF19D1"
1280813413000,"AAAAF59A1"
1280813474000,"AAAAF20C1"
1280813479000,"AAAAF19A1"
1280813514000,"AAAAF85A1"
1280813524000,"AAAAF10A1"
1280813529000,"AAAAF87A1"
1280813534000,"AAAAF06A1"
1280814729000,"SCMN.0000002063"
1280817429000,"MAPO.0000008428"
1280821553000,"ASSSF01A0"
1280821613000,"ASSSF53A0"
1280824013000,"ASSSF06A0"
1280824176000,"AAAAF03A1"
1280824186000,"AAAAF09C1"
1280824202000,"AAAAF56A1"
1280824207000,"AAAAF84A1"
1280824211000,"AAAAF18D1"
1280824216000,"AAAAF20E1"
1280824221000,"AAAAF20E1"
1280824226000,"AAAAF20E1"
1280824231000,"AAAAF93A1"
1280824261000,"AAAAF20D1"
1280824266000,"AAAAF59A1"
1280824268000,"AAAAF18A1"
1280824273000,"AAAAF20B1"
1280824278000,"AAAAF20C1"
1280824283000,"AAAAF20C1"
1280824289000,"AAAAF20C1"
1280824294000,"AAAAF57A1"
1280824296000,"AAAAF23I1"
1280824297000,"AAAAF23G1"
1280824299000,"AAAAF23H1"
1280824301000,"AAAAF18E1"
1280824303000,"AAAAF23A2"
1280824325000,"AAAAF26B1"
1280824326000,"AAAAF24A1"
1280824327000,"AAAAF23G1"
1280824332000,"AAAAF60A1"
1280827493000,"ATTTF310A"
1280828213000,"AMMMF04A0"
1280828393000,"AMMMF01A0"
1280828453000,"AMMMF10A0"
1280828458000,"AMMMF10A0"
1280828628000,"AMMMF18A0"
1280828633000,"AMMMF19A0"
1280828873000,"ASSSF01A0"
1280828933000,"ASSSF55A0"
1280830013000,"MPER.0000008428"
1280831333000,"ASSSF06A0"
1280831343000,"ATTTF310B"
1280831363000,"AMMMF05A0"
1280832221000,"AXXX305B"
1280833169000,"ASEQ4200"
1280834804000,"AAAAF60A1"
1280834809000,"AAAAF23G1"
1280834814000,"AAAAF57A1"
1280834819000,"AAAAF20C1"
1280836413000,"ATTTF321A"
1280842606000,"MAPO.0000008429"
1280845026000,"AAAAF20C1"
1280845031000,"AAAAF57A1"
1280845036000,"AAAAF23G1"
1280845041000,"AAAAF60A1"
1280845998000,"AOOOF01D0"
1280846303000,"ATTTF321D"
1280846313000,"AOOOF15A0"
1280846353000,"AOOOF02A1"
1280853842000,"ATTTF301A"
1280853847000,"ATTTF301I"
1280853873000,"ATTTF301E"
1280853993000,"APSF01A2"
1280854113000,"APSF02A1"
1280854118000,"APSF89A1"
1280854123000,"APSF40A1"
1280854128000,"APSF31A1"
1280854192000,"AXXX301B"
1280854293000,"APSF23B1"
1280854298000,"APSF33A1"
1280854303000,"APSF28A1"
1280854308000,"APSF28A1"
1280854313000,"APSF28A1"
1280854318000,"APSF28A1"
1280854323000,"APSF28A1"
1280854328000,"APSF28A1"
1280854333000,"APSF28A1"
1280854338000,"APSF28A1"
1280854343000,"APSF30C2"
1280854348000,"APSF30B2"
1280854353000,"APSF30A1"
1280854358000,"APSF38A1"
1280854363000,"APSF38A1"
1280854368000,"APSF38A1"
1280854373000,"APSF38A1"
1280854378000,"APSF13A3"
1280854408000,"APSF82A1"
1280854954000,"AOOOF03A1"
1280854984000,"AOOOF04A0"
1280855008000,"AOOOF63A0"
1280855042000,"AHHHF01A2"
1280855073000,"ASSSF01A0"
1280855133000,"ASSSF56A0"
1280855162000,"AHHHF02A1"
1280855193000,"MPER.0000008429"
1280855212000,"AHHHF11A1"
1280855218000,"APSF32A1"
1280855228000,"APSF50A2"
1280855275000,"AHHHF03A2"
1280855276000,"AHHHF17A1"
1280855305000,"AHHHF04A3"
1280855340000,"AHHHF50A2"
1280855553000,"AOOOF68A0"
1280855560000,"AOOOF64A0"
1280855646000,"AHHHF05A2"
1280855653000,"AHHHF13A1"
1280855696000,"AHHHF06A1"
1280855816000,"ATTTF301B"
1280855821000,"ATTTF301J"
1280856033000,"AOOOF68A0"
1280856040000,"AOOOF64A0"
1280856388000,"AOOOF66A0"
1280856988000,"AOOOF67A0"
1280857533000,"ASSSF06A0"
1280858853000,"APSF03A3"
1280858913000,"AOOOF62A0"
1280858943000,"AOOOF77A0"
1280858963000,"AOOOF05A0"
1280858973000,"APSF14A2"
1280859033000,"APSF06A2"
1280859048000,"ATTTF301F"
1280859920000,"AXXX305B"
1280859984000,"AAAAF60A1"
1280859989000,"AAAAF23G1"
1280859994000,"AAAAF57A1"
1280859999000,"AAAAF20C1"
1280867142000,"ASEQ4200"
1280867234000,"AXXX301B"
1280867785000,"MAPO.0000008430"
1280868311000,"ASSSF01A0"
1280868371000,"ASSSF56A0"
1280870184000,"AAAAF20C1"
1280870189000,"AAAAF57A1"
1280870194000,"AAAAF23I1"
1280870197000,"AAAAF23G1"
1280870202000,"AAAAF60A1"
1280870771000,"ASSSF06A0"
1280873651000,"ATTTF301E"
1280873771000,"APSF01A2"
1280873891000,"APSF02A1"
1280873896000,"APSF89A1"
1280873901000,"APSF40A1"
1280873906000,"APSF31A1"
1280874071000,"APSF23B1"
1280874076000,"APSF33A1"
1280874081000,"APSF28A1"
1280874086000,"APSF28A1"
1280874091000,"APSF28A1"
1280874096000,"APSF28A1"
1280874101000,"APSF28A1"
1280874106000,"APSF28A1"
1280874111000,"APSF28A1"
1280874116000,"APSF28A1"
1280874121000,"APSF30C2"
1280874126000,"APSF30B2"
1280874131000,"APSF30A1"
1280874136000,"APSF38A1"
1280874141000,"APSF38A1"
1280874146000,"APSF38A1"
1280874151000,"APSF38A1"
1280874156000,"APSF13A3"
1280874186000,"APSF82A1"
1280874971000,"APSF12H1"
1280874996000,"APSF32A1"
1280875006000,"APSF50A2"
1280875331000,"APSF03A3"
1280875451000,"APSF14A2"
1280875511000,"APSF06A2"
1280875526000,"ATTTF301F"
1280877851000,"ATTTF310A"
1280878571000,"AMMMF04A0"
1280878751000,"AMMMF01A0"
1280878811000,"AMMMF12A0"
1280878816000,"AMMMF11A0"
1280878821000,"AMMMF10A0"
1280878826000,"AMMMF10A0"
1280878831000,"AMMMF24A0"
1280878836000,"AMMMF23A0"
1280878986000,"AMMMF18A0"
1280878991000,"AMMMF19A0"
1280879127000,"ATTTF301A"
1280879132000,"ATTTF301I"
1280880251000,"ASSSF01A0"
1280880311000,"ASSSF56A0"
1280880327000,"AHHHF01A2"
1280880371000,"MPER.0000008430"
1280880447000,"AHHHF02A1"
1280880497000,"AHHHF11A1"
1280880560000,"AHHHF03A2"
1280880561000,"AHHHF17A1"
1280880562000,"AHHHF17A1"
1280880590000,"AHHHF04A3"
1280880625000,"AHHHF50A2"
1280880966000,"AHHHF05A2"
1280880973000,"AHHHF13A1"
1280881016000,"AHHHF06A1"
1280881136000,"ATTTF301B"
1280881141000,"ATTTF301J"
1280881691000,"AMMMF06A0"
1280881701000,"ATTTF310B"
1280881721000,"AMMMF05A0"
1280882711000,"ASSSF06A0"
1280885161000,"AAAAF60A1"
1280885166000,"AAAAF23G1"
1280885171000,"AAAAF57A1"
1280885176000,"AAAAF20C1"
1280888766000,"AAAAF23B2"
1280888790000,"AAAAF19E1"
1280888886000,"AAAAF20E1"
1280888891000,"AAAAF20E1"
1280888896000,"AAAAF20E1"
1280888901000,"AAAAF93A1"
1280888931000,"AAAAF19D1"
1280888945000,"AAAAF59A1"
1280889006000,"AAAAF20C1"
1280889011000,"AAAAF19A1"
1280889046000,"AAAAF85A1"
1280889056000,"AAAAF10A1"
1280889061000,"AAAAF87A1"
1280889066000,"AAAAF06A1"
1280890265000,"SCMN.0000002064"
1280892965000,"MAPO.0000008431"
1280899553000,"AAAAF01A3"
1280899716000,"AAAAF03A1"
1280899726000,"AAAAF09C1"
1280899742000,"AAAAF56A1"
1280899747000,"AAAAF84A1"
1280899751000,"AAAAF18D1"
1280899756000,"AAAAF20E1"
1280899761000,"AAAAF20E1"
1280899766000,"AAAAF20E1"
1280899771000,"AAAAF93A1"
1280899801000,"AAAAF20D1"
1280899806000,"AAAAF59A1"
1280899808000,"AAAAF18A1"
1280899813000,"AAAAF20B1"
1280899818000,"AAAAF20C1"
1280899823000,"AAAAF20C1"
1280899829000,"AAAAF20C1"
1280899834000,"AAAAF57A1"
1280899836000,"AAAAF23I1"
1280899837000,"AAAAF23G1"
1280899839000,"AAAAF23H1"
1280899841000,"AAAAF18E1"
1280899843000,"AAAAF23A2"
1280899865000,"AAAAF26B1"
1280899866000,"AAAAF24A1"
1280899867000,"AAAAF23G1"
1280899872000,"AAAAF60A1"
1280900633000,"ATTTF301E"
1280900753000,"APSF01A2"
1280900873000,"APSF02A1"
1280900878000,"APSF89A1"
1280900883000,"APSF40A1"
1280900888000,"APSF31A1"
1280901053000,"APSF23B1"
1280901058000,"APSF33A1"
1280901063000,"APSF28A1"
1280901068000,"APSF28A1"
1280901073000,"APSF28A1"
1280901078000,"APSF28A1"
1280901083000,"APSF28A1"
1280901088000,"APSF28A1"
1280901093000,"APSF28A1"
1280901098000,"APSF28A1"
1280901103000,"APSF30C2"
1280901108000,"APSF30B2"
1280901113000,"APSF30A1"
1280901118000,"APSF38A1"
1280901123000,"APSF38A1"
1280901128000,"APSF38A1"
1280901133000,"APSF38A1"
1280901138000,"APSF13A3"
1280901168000,"APSF82A1"
1280901953000,"APSF12H1"
1280901978000,"APSF32A1"
1280901988000,"APSF50A2"
1280903213000,"APSF03A3"
1280903333000,"APSF14A2"
1280903393000,"APSF06A2"
1280903408000,"ATTTF301F"
1280905085000,"ASSSF01A0"
1280905145000,"ASSSF53A0"
1280905553000,"MPER.0000008431"
1280905865000,"ASSSF06A0"
1280907269000,"ASSSF01A0"
1280907329000,"ASSSF53A0"
1280907809000,"ASSSF06A0"
1280910344000,"AAAAF60A1"
1280910349000,"AAAAF23G1"
1280910354000,"AAAAF57A1"
1280910359000,"AAAAF20C1"
1280917457000,"AXXX305B"
1280917997000,"ASEQ4200"
1280918146000,"MAPO.0000008432"
1280919753000,"ASXX307A"
1280919768000,"ASXX382C"
1280920509000,"AAAAF20C1"
1280920514000,"AAAAF57A1"
1280920519000,"AAAAF23G1"
1280920524000,"AAAAF60A1"
1280924289000,"ASXX303A"
1280925312000,"AXXX301B"
1280927613000,"ATTTF301E"
1280927733000,"APSF01A2"
1280927853000,"APSF02A1"
1280927858000,"APSF89A1"
1280927863000,"APSF40A1"
1280927868000,"APSF31A1"
1280928033000,"APSF23B1"
1280928038000,"APSF33A1"
1280928043000,"APSF28A1"
1280928048000,"APSF28A1"
1280928053000,"APSF28A1"
1280928058000,"APSF28A1"
1280928063000,"APSF28A1"
1280928068000,"APSF28A1"
1280928073000,"APSF28A1"
1280928078000,"APSF28A1"
1280928083000,"APSF30C2"
1280928088000,"APSF30B2"
1280928093000,"APSF30A1"
1280928098000,"APSF38A1"
1280928103000,"APSF38A1"
1280928108000,"APSF38A1"
1280928113000,"APSF38A1"
1280928118000,"APSF13A3"
1280928148000,"APSF82A1"
1280928213000,"ATTTF310A"
1280928933000,"APSF12H1"
1280928958000,"APSF32A1"
1280928968000,"APSF50A2"
1280929113000,"AMMMF01A0"
1280929173000,"AMMMF12A0"
1280929178000,"AMMMF11A0"
1280929183000,"AMMMF10A0"
1280929188000,"AMMMF10A0"
1280929193000,"AMMMF24A0"
1280929198000,"AMMMF23A0"
1280929348000,"AMMMF18A0"
1280929353000,"AMMMF19A0"
1280930733000,"MPER.0000008432"
1280932053000,"AMMMF06A0"
1280932063000,"ATTTF310B"
1280932083000,"AMMMF05A0"
1280932593000,"APSF03A3"
1280932713000,"APSF14A2"
1280932773000,"APSF06A2"
1280932788000,"ATTTF301F"
1280933224000,"AXXX305B"
1280935523000,"AAAAF60A1"
1280935528000,"AAAAF23G1"
1280935533000,"AAAAF57A1"
1280935538000,"AAAAF20C1"
1280943324000,"MAPO.0000008433"
1280944542000,"ASEQ4200"
1280944632000,"AXXX301B"
1280945667000,"AAAAF20C1"
1280945672000,"AAAAF57A1"
1280945677000,"AAAAF23I1"
1280945680000,"AAAAF23G1"
1280945685000,"AAAAF60A1"
1280949010000,"AAAAF85A1"
1280949030000,"AAAAF83B1"
1280949040000,"AAAAF02A1"
1280949100000,"AAAAF56A1"
1280949102000,"AAAAF84A1"
1280949107000,"AAAAF56A1"
1280949120000,"AAAAF56A1"
1280949134000,"AAAAF56A1"
1280949147000,"AAAAF56A1"
1280949161000,"AAAAF56A1"
1280949175000,"AAAAF56A1"
1280949188000,"AAAAF56A1"
1280949202000,"AAAAF56A1"
1280949215000,"AAAAF56A1"
1280949229000,"AAAAF56A1"
1280949232000,"AAAAF56A1"
1280949246000,"AAAAF56A1"
1280949259000,"AAAAF56A1"
1280949272000,"AAAAF56A1"
1280949285000,"AAAAF56A1"
1280949335000,"AAAAF85A1"
1280949375000,"AAAAF02A1"
1280949435000,"AAAAF56A1"
1280949437000,"AAAAF84A1"
1280949442000,"AAAAF56A1"
1280949455000,"AAAAF56A1"
1280949469000,"AAAAF56A1"
1280949482000,"AAAAF56A1"
1280949496000,"AAAAF56A1"
1280949510000,"AAAAF56A1"
1280949523000,"AAAAF56A1"
1280949537000,"AAAAF56A1"
1280949550000,"AAAAF56A1"
1280949564000,"AAAAF56A1"
1280949567000,"AAAAF56A1"
1280949581000,"AAAAF56A1"
1280949594000,"AAAAF56A1"
1280949607000,"AAAAF56A1"
1280949620000,"AAAAF56A1"
1280949670000,"AAAAF85A1"
1280949710000,"AAAAF02A1"
1280949770000,"AAAAF56A1"
1280949772000,"AAAAF84A1"
1280949802000,"AAAAF85A1"
1280949862000,"AAAAF03A1"
1280949867000,"AAAAF83A1"
1280949872000,"AAAAF56A1"
1280949877000,"AAAAF84A1"
1280953389000,"ATTTF310A"
1280953509000,"APSF01A2"
1280953629000,"APSF02A1"
1280953634000,"APSF89A1"
1280953639000,"APSF40A1"
1280953644000,"APSF31A1"
1280953809000,"APSF23B1"
1280953814000,"APSF33A1"
1280953819000,"APSF28A1"
1280953824000,"APSF28A1"
1280953829000,"APSF28A1"
1280953834000,"APSF28A1"
1280953839000,"APSF28A1"
1280953844000,"APSF28A1"
1280953849000,"APSF28A1"
1280953854000,"APSF28A1"
1280953859000,"APSF30C2"
1280953864000,"APSF30B2"
1280953869000,"APSF30A1"
1280953874000,"APSF38A1"
1280953879000,"APSF38A1"
1280953884000,"APSF38A1"
1280953889000,"APSF38A1"
1280953894000,"APSF13A3"
1280953924000,"APSF82A1"
1280954109000,"AMMMF04A0"
1280954289000,"AMMMF01A0"
1280954349000,"AMMMF12A0"
1280954354000,"AMMMF11A0"
1280954359000,"AMMMF10A0"
1280954364000,"AMMMF10A0"
1280954369000,"AMMMF24A0"
1280954374000,"AMMMF23A0"
1280954524000,"AMMMF18A0"
1280954529000,"AMMMF19A0"
1280954609000,"ATTTF301A"
1280954614000,"ATTTF301I"
1280954709000,"APSF12H1"
1280954734000,"APSF32A1"
1280954744000,"APSF50A2"
1280955789000,"ASSSF01A0"
1280955809000,"AHHHF01A2"
1280955849000,"ASSSF56A0"
1280955909000,"MPER.0000008433"
1280955929000,"AHHHF02A1"
1280955979000,"AHHHF11A1"
1280956029000,"APSF14A2"
1280956042000,"AHHHF03A2"
1280956043000,"AHHHF17A1"
1280956044000,"AHHHF17A1"
1280956072000,"AHHHF04A3"
1280956089000,"APSF06A2"
1280956104000,"ATTTF301F"
1280956107000,"AHHHF50A2"
1280956491000,"AHHHF05A2"
1280956498000,"AHHHF13A1"
1280956541000,"AHHHF06A1"
1280956661000,"ATTTF301B"
1280956666000,"ATTTF301J"
1280957229000,"AMMMF06A0"
1280957239000,"ATTTF310B"
1280957259000,"AMMMF05A0"
1280958249000,"ASSSF06A0"
1280959251000,"ASSSF01A0"
1280959311000,"ASSSF53A0"
1280960151000,"ASSSF06A0"
1280960699000,"AAAAF60A1"
1280960704000,"AAAAF23G1"
1280960709000,"AAAAF57A1"
1280960714000,"AAAAF20C1"
1280961849000,"ASSSF01A0"
1280961909000,"ASSSF53A0"
1280964304000,"AAAAF23B2"
1280964309000,"ASSSF06A0"
1280964328000,"AAAAF19E1"
1280964424000,"AAAAF20E1"
1280964429000,"AAAAF20E1"
1280964434000,"AAAAF20E1"
1280964439000,"AAAAF93A1"
1280964469000,"AAAAF19D1"
1280964483000,"AAAAF59A1"
1280964544000,"AAAAF20C1"
1280964549000,"AAAAF19A1"
1280964584000,"AAAAF85A1"
1280964594000,"AAAAF10A1"
1280964599000,"AAAAF87A1"
1280964604000,"AAAAF06A1"
1280965801000,"SCMN.0000002065"
1280968501000,"MAPO.0000008434"
1280971261000,"AXXX305B"
1280971801000,"ASEQ4200"
1280975087000,"AAAAF01A3"
1280975250000,"AAAAF03A1"
1280975260000,"AAAAF09C1"
1280975276000,"AAAAF56A1"
1280975281000,"AAAAF84A1"
1280975285000,"AAAAF18D1"
1280975290000,"AAAAF20E1"
1280975295000,"AAAAF20E1"
1280975300000,"AAAAF20E1"
1280975305000,"AAAAF93A1"
1280975335000,"AAAAF20D1"
1280975340000,"AAAAF59A1"
1280975342000,"AAAAF18A1"
1280975347000,"AAAAF20B1"
1280975352000,"AAAAF20C1"
1280975357000,"AAAAF20C1"
1280975363000,"AAAAF20C1"
1280975368000,"AAAAF57A1"
1280975370000,"AAAAF23I1"
1280975371000,"AAAAF23G1"
1280975373000,"AAAAF23H1"
1280975375000,"AAAAF18E1"
1280975377000,"AAAAF23A2"
1280975399000,"AAAAF26B1"
1280975400000,"AAAAF24A1"
1280975401000,"AAAAF23G1"
1280975406000,"AAAAF60A1"
1280978565000,"AXXX301B"
1280978567000,"ATTTF310A"
1280978687000,"APSF01A2"
1280978807000,"APSF02A1"
1280978812000,"APSF89A1"
1280978817000,"APSF40A1"
1280978822000,"APSF31A1"
1280978987000,"APSF23B1"
1280978992000,"APSF33A1"
1280978997000,"APSF28A1"
1280979002000,"APSF28A1"
1280979007000,"APSF28A1"
1280979012000,"APSF28A1"
1280979017000,"APSF28A1"
1280979022000,"APSF28A1"
1280979027000,"APSF28A1"
1280979032000,"APSF28A1"
1280979037000,"APSF30C2"
1280979042000,"APSF30B2"
1280979047000,"APSF30A1"
1280979052000,"APSF38A1"
1280979057000,"APSF38A1"
1280979062000,"APSF38A1"
1280979067000,"APSF38A1"
1280979072000,"APSF13A3"
1280979102000,"APSF82A1"
1280979287000,"AMMMF04A0"
1280979467000,"AMMMF01A0"
1280979527000,"AMMMF12A0"
1280979532000,"AMMMF11A0"
1280979537000,"AMMMF10A0"
1280979542000,"AMMMF10A0"
1280979547000,"AMMMF24A0"
1280979552000,"AMMMF23A0"
1280979702000,"AMMMF18A0"
1280979707000,"AMMMF19A0"
1280979887000,"APSF12H1"
1280979912000,"APSF32A1"
1280979922000,"APSF50A2"
1280981087000,"MPER.0000008434"
1280982347000,"APSF03A3"
1280982407000,"AMMMF06A0"
1280982417000,"ATTTF310B"
1280982437000,"AMMMF05A0"
1280982467000,"APSF14A2"
1280982527000,"APSF06A2"
1280982542000,"ATTTF301F"
1280982810000,"AXXX305B"
1280984338000,"ASXX307A"
1280984353000,"ASXX382C"
1280985878000,"AAAAF60A1"
