sz,sa,sx,sy,date,subsystem,utb_ms,ute_ms,type,flagcomms,description,sunmars_km,eclipseduration_min,solarconstantmars,sunmarsearthangle_deg,earthmars_km,occultationduration_min
0.0,0.0,0.0,0.0,2008-08-25 11:01,1,1219662068000,1219665283000,6,2,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 11:29,1,0,0,1,1,579,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 11:39,1,0,0,1,1,432,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 11:53,1,0,0,1,1,264,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 11:54,1,1219665283000,1219665343000,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 11:55,1,1219665343000,1219665966000,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 11:56,1,0,0,1,1,25,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 12:00,1,0,0,1,1,449,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 12:01,1,0,0,1,1,84,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 12:02,1,0,0,1,1,473,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 12:06,1,1219665966000,1219670006000,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 12:10,1,0,0,1,1,58,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 12:10,1,0,0,1,1,83,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 12:15,1,0,0,1,1,462,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 12:28,1,0,0,1,1,256,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 12:28,1,0,0,1,1,203,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 12:31,1,0,0,1,1,245,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 12:34,1,0,0,1,1,420,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 12:40,1,0,0,1,1,177,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 12:46,1,0,0,1,1,608,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 12:55,1,0,0,1,1,536,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 12:55,1,0,0,1,1,364,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 12:57,1,0,0,1,1,192,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 13:13,1,1219670006000,1219671664000,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 13:17,1,0,0,1,1,566,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 13:22,1,0,0,1,1,62,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 13:30,1,0,0,1,1,20,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 13:41,1,1219671664000,1219673546000,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 13:48,1,0,0,1,1,537,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 14:12,1,1219673546000,1219676856000,6,2,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 15:07,1,1219676856000,1219676916000,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 15:08,1,1219676916000,1219682316000,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 15:53,1,0,0,1,1,404,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 16:04,1,0,0,1,1,54,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 16:07,1,0,0,1,1,284,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 16:13,1,0,0,1,1,409,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 16:18,1,0,0,1,1,459,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 16:38,1,1219682316000,1219688321000,6,1,10,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 16:42,1,0,0,1,1,360,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 16:44,1,0,0,1,1,343,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 17:19,1,0,0,1,1,269,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 17:20,1,0,0,1,1,493,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 17:39,1,0,0,1,1,604,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 17:55,1,0,0,1,1,263,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 18:18,1,1219688321000,1219689170000,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 18:29,1,0,0,1,1,432,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 18:32,1,1219689170000,1219693150000,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 18:51,1,0,0,1,1,406,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 18:51,1,0,0,1,1,84,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 18:53,1,0,0,1,1,474,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 19:00,1,0,0,1,1,83,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 19:06,1,0,0,1,1,462,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 19:18,1,0,0,1,1,232,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 19:18,1,0,0,1,1,527,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 19:19,1,0,0,1,1,217,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 19:19,1,0,0,1,1,342,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 19:21,1,0,0,1,1,152,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 19:23,1,0,0,1,1,548,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 19:31,1,0,0,1,1,177,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 19:34,1,0,0,1,1,58,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 19:36,1,0,0,1,1,608,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 19:39,1,1219693150000,1219694950000,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 19:43,1,0,0,1,1,166,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 19:45,1,0,0,1,1,326,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 19:45,1,0,0,1,1,166,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 19:46,1,0,0,1,1,536,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 20:00,1,0,0,1,1,20,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 20:07,1,0,0,1,1,364,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 20:08,1,0,0,1,1,537,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 20:08,1,0,0,1,1,566,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 20:09,1,1219694950000,1219708747000,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 22:20,1,0,0,1,1,604,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 22:23,1,0,0,1,1,540,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 22:43,1,0,0,1,1,169,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 22:44,1,0,0,1,1,188,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 22:47,1,0,0,1,1,238,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 23:02,1,0,0,1,1,263,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 23:49,1,0,0,1,1,136,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-25 23:59,1,1219708747000,1219710547000,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 00:00,1,0,0,1,1,1,241377271.952611,0.0,524.697233328856,18.8630292247608,357897265.710581,25.75
0.0,0.0,0.0,0.0,2008-08-26 00:10,1,0,0,1,1,485,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 00:14,1,0,0,1,1,239,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 00:27,1,0,0,1,1,178,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 00:29,1,1219710547000,1219714566000,6,2,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 00:33,1,0,0,1,1,85,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 00:56,1,0,0,1,1,179,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 01:20,1,0,0,1,1,432,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 01:36,1,1219714566000,1219714630000,6,1,58,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 01:37,1,1219714630000,1219715249000,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 01:42,1,0,0,1,1,84,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 01:42,1,0,0,1,1,370,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 01:44,1,0,0,1,1,110,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 01:47,1,1219715249000,1219719289000,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 01:51,1,0,0,1,1,83,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 01:56,1,0,0,1,1,462,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 02:09,1,0,0,1,1,545,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 02:10,1,0,0,1,1,395,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 02:12,1,0,0,1,1,516,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 02:22,1,0,0,1,1,177,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 02:27,1,0,0,1,1,608,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 02:28,1,0,0,1,1,364,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 02:36,1,0,0,1,1,536,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 02:52,1,0,0,1,1,246,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 02:54,1,1219719289000,1219720943000,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 02:58,1,0,0,1,1,566,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 03:12,1,0,0,1,1,491,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 03:17,1,0,0,1,1,106,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 03:22,1,1219720943000,1219727765000,6,2,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 05:16,1,1219727765000,1219729565000,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 05:32,1,0,0,1,1,352,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 05:33,1,0,0,1,1,87,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 05:34,1,0,0,1,1,252,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 05:46,1,1219729565000,1219735568000,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 06:08,1,0,0,1,1,156,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 06:10,1,0,0,1,1,61,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 06:45,1,0,0,1,1,86,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 06:48,1,0,0,1,1,399,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 07:26,1,1219735568000,1219737368000,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 07:56,1,1219737368000,1219739168000,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 08:11,1,0,0,1,1,432,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 08:24,1,0,0,1,1,58,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 08:26,1,1219739168000,1219739771000,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 08:33,1,0,0,1,1,564,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 08:33,1,0,0,1,1,84,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 08:34,1,0,0,1,1,588,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 08:35,1,0,0,1,1,391,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 08:36,1,1219739771000,1219742371000,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 08:42,1,0,0,1,1,83,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 08:44,1,0,0,1,1,164,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 08:45,1,0,0,1,1,435,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 08:47,1,0,0,1,1,462,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 08:50,1,0,0,1,1,67,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 09:00,1,0,0,1,1,387,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 09:00,1,0,0,1,1,226,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 09:03,1,0,0,1,1,278,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 09:11,1,0,0,1,1,336,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 09:11,1,0,0,1,1,393,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 09:12,1,0,0,1,1,177,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 09:15,1,0,0,1,1,17,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 09:18,1,0,0,1,1,608,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 09:19,1,1219742371000,1219744171000,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 09:20,1,0,0,1,1,364,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 09:27,1,0,0,1,1,536,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 09:35,1,0,0,1,1,446,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 09:40,1,0,0,1,1,111,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 09:49,1,1219744171000,1219758915000,3,1,566,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 11:28,1,0,0,1,1,276,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 11:52,1,0,0,1,1,271,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 11:54,1,0,0,1,1,576,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 12:25,1,0,0,1,1,378,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 12:32,1,0,0,1,1,285,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 12:55,1,0,0,1,1,2,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 13:20,1,0,0,1,1,105,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 13:55,1,1219758915000,1219760715000,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 14:25,1,1219760715000,1219762515000,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 14:55,1,1219762515000,1219763329000,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 15:01,1,0,0,1,1,432,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 15:08,1,1219763329000,1219767369000,4,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 15:23,1,0,0,1,1,84,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 15:24,1,0,0,1,1,329,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 15:25,1,0,0,1,1,261,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 15:32,1,0,0,1,1,83,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 15:38,1,0,0,1,1,462,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 15:50,1,0,0,1,1,143,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 15:51,1,0,0,1,1,273,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 15:53,1,0,0,1,1,223,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 16:01,1,0,0,1,1,437,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 16:03,1,0,0,1,1,58,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 16:03,1,0,0,1,1,177,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 16:04,1,0,0,1,1,71,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 16:08,1,0,0,1,1,608,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 16:12,1,0,0,1,1,11,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 16:16,1,1219767369000,1219769169000,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 16:17,1,0,0,1,1,468,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 16:18,1,0,0,1,1,536,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 16:29,1,0,0,1,1,20,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 16:36,1,0,0,1,1,537,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 16:37,1,0,0,1,1,77,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 16:39,1,0,0,1,1,427,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 16:40,1,0,0,1,1,566,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 16:41,1,0,0,1,1,511,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 16:46,1,1219769169000,1219775480000,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 16:49,1,0,0,1,1,364,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 17:16,1,0,0,1,1,146,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 17:16,1,0,0,1,1,362,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 18:31,1,1219775480000,1219780880000,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 19:16,1,0,0,1,1,572,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 19:16,1,0,0,1,1,434,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 19:16,1,0,0,1,1,185,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 19:21,1,0,0,1,1,135,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 19:40,1,0,0,1,1,542,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 19:42,1,0,0,1,1,72,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 19:42,1,0,0,1,1,542,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 20:01,1,1219780880000,1219784400000,9,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 20:55,1,0,0,1,1,604,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 21:00,1,1219784400000,1219786200000,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 21:14,1,0,0,1,1,263,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 21:30,1,1219786200000,1219789159000,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 21:52,1,0,0,1,1,432,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 22:14,1,0,0,1,1,84,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 22:15,1,0,0,1,1,157,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 22:16,1,0,0,1,1,345,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 22:19,1,1219789159000,1219789836000,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 22:21,1,0,0,1,1,19,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 22:23,1,0,0,1,1,83,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 22:29,1,0,0,1,1,462,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 22:30,1,1219789836000,1219791776000,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 22:40,1,0,0,1,1,320,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 22:41,1,0,0,1,1,280,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 22:42,1,0,0,1,1,155,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 22:44,1,0,0,1,1,584,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 22:44,1,0,0,1,1,58,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 22:45,1,0,0,1,1,410,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 22:54,1,0,0,1,1,177,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2008-08-26 22:59,1,0,0,1,1,608,0.0,0.0,0.0,0.0,0.0,0.0
